,From,To,Taxonomy
9047,P60709,9606.ENSP00000349960,9606
9048,P97718,10090.ENSMUSP00000053703,10090
9049,Q03343,10116.ENSRNOP00000016624,10116
9050,P05552,7227.FBpp0303283,7227
9051,O49606,3702.AT4G34970.1,3702
9052,P78820,4896.SPAC56E4.04c.1,4896
9053,O64587,3702.AT2G34690.1,3702
9054,Q23500,6239.ZK455.1,6239
9055,Q86TX2,9606.ENSP00000311224,9606
9056,Q67ZM4,3702.AT4G25590.1,3702
9057,Q9LMX5,3702.AT1G13740.1,3702
9058,Q9FJK3,3702.AT5G48670.1,3702
9059,Q9UL18,9606.ENSP00000362300,9606
9060,P35374,10090.ENSMUSP00000086592,10090
9061,Q9SB31,3702.AT4G25320.1,3702
9062,P38013,4932.YLR109W,4932
9063,Q8RYD6,3702.AT3G44460.1,3702
9064,Q9M7Q4,3702.AT1G45249.3,3702
9065,P47177,4932.YJR149W,4932
9066,P30940,10116.ENSRNOP00000000907,10116
9067,P20905,7227.FBpp0085108,7227
9068,P28223,9606.ENSP00000437737,9606
9069,P41595,9606.ENSP00000258400,9606
9070,P85971,10116.ENSRNOP00000024827,10116
9071,Q96GX2,9606.ENSP00000430000,9606
9072,Q9SMZ4,3702.AT4G33150.2,3702
9073,P17174,9606.ENSP00000359539,9606
9074,Q9JKX4,10090.ENSMUSP00000018841,10090
9075,Q9ZR72,3702.AT2G36910.1,3702
9076,Q9M9E1,3702.AT1G15520.1,3702
9077,Q8H8V7,4530.OS03T0281900-01,4530
9078,Q9UH17,9606.ENSP00000327459,9606
9079,Q2M3G0,9606.ENSP00000384881,9606
9080,P14164,4932.YKL112W,4932
9081,Q922Q6,10090.ENSMUSP00000126916,10090
9082,Q9QYL7,10090.ENSMUSP00000045888,10090
9083,Q84SC3,4530.OS08T0162800-01,4530
9084,Q75G87,4530.OS03T0576600-00,4530
9085,Q9MA55,3702.AT3G05420.2,3702
9086,P56932,10116.ENSRNOP00000023139,10116
9087,P35609,9606.ENSP00000443495,9606
9088,P18089,9606.ENSP00000480573,9606
9089,Q9S7Z2,3702.AT3G02140.1,3702
9090,O18178,6239.W08G11.4,6239
9091,Q15173,9606.ENSP00000164133,9606
9092,A4FV68,9913.ENSBTAP00000026361,9913
9093,Q9SMT7,3702.AT3G48990.1,3702
9094,P08908,9606.ENSP00000316244,9606
9095,P19327,10116.ENSRNOP00000013618,10116
9096,P30939,9606.ENSP00000322924,9606
9097,P38720,4932.YHR183W,4932
9098,Q28309,9612.ENSCAFP00000031533,9612
9099,Q8GWR1,3702.AT3G56900.1,3702
9100,Q9NRG9,9606.ENSP00000209873,9606
9101,Q15758,9606.ENSP00000444408,9606
9102,Q9ZQY6,3702.AT3G26030.1,3702
9103,Q9SV41,3702.AT3G54930.1,3702
9104,Q93YV6,3702.AT5G25510.1,3702
9105,P28334,10090.ENSMUSP00000139389,10090
9106,Q60484,10141.ENSCPOP00000004168,10141
9107,P28565,10116.ENSRNOP00000016047,10116
9108,P30542,9606.ENSP00000356205,9606
9109,P51912,10090.ENSMUSP00000104136,10090
9110,P54646,9606.ENSP00000360290,9606
9111,Q9NY61,9606.ENSP00000477848,9606
9112,I1S4T3,5518.FGSG_11850P0,5518
9113,P08913,9606.ENSP00000280155,9606
9114,Q8LFH6,3702.AT5G52360.1,3702
9115,Q2V2Q1,4932.YCL058W-A,4932
9116,P55263,9606.ENSP00000286621,9606
9117,O94619,4896.SPBC1289.10c.1,4896
9118,Q9JKV1,10090.ENSMUSP00000050076,10090
9119,Q8N4X5,9606.ENSP00000303042,9606
9120,P42568,9606.ENSP00000369695,9606
9121,Q90738,9031.ENSGALP00000036444,9031
9122,Q9LPW7,3702.AT1G12820.1,3702
9123,P09547,4932.YPL016W,4932
9124,Q9VIV2,7227.FBpp0303743,7227
9125,Q12104,4932.YOR166C,4932
9126,P53873,4932.YNL187W,4932
9127,A0A0M3U1B0,10090.ENSMUSP00000115127,10090
9128,Q9D495,10090.ENSMUSP00000026553,10090
9129,Q03410,10116.ENSRNOP00000023333,10116
9130,Q63520,10116.ENSRNOP00000007088,10116
9131,P07814,9606.ENSP00000355890,9606
9132,O13651,4896.SPBC8D2.06.1,4896
9133,Q8MSU4,7227.FBpp0078372,7227
9134,P54136,9606.ENSP00000231572,9606
9135,Q9NZ50,9913.ENSBTAP00000004571,9913
9136,Q9SJW3,3702.AT2G03680.2,3702
9137,Q17768,6239.C07A12.5a,6239
9138,Q4FZF2,10090.ENSMUSP00000062245,10090
9139,O82289,3702.AT2G35510.1,3702
9140,P38985,4932.YDL092W,4932
9141,P26686,7227.FBpp0300515,7227
9142,Q3TWW8,10090.ENSMUSP00000119065,10090
9143,P38789,4932.YHR066W,4932
9144,P28290,9606.ENSP00000388731,9606
9145,Q12427,4932.YDR169C,4932
9146,P50527,4896.SPBC1604.14c.1,4896
9147,Q5VSL9,9606.ENSP00000358810,9606
9148,O74454,4896.SPCC16C4.09.1,4896
9149,P36011,162425.CADANIAP00007206,162425
9150,F4JCU0,3702.AT3G54230.2,3702
9151,Q9FG00,3702.AT5G06170.1,3702
9152,Q15022,9606.ENSP00000316578,9606
9153,P43554,4932.YFL049W,4932
9154,Q9SMM5,3702.AT3G48740.1,3702
9155,O82587,3702.AT5G23660.1,3702
9156,Q2R3P9,4530.OS11T0508600-01,4530
9157,P53277,4932.YGR129W,4932
9158,P40528,4932.YIL047C,4932
9159,Q8CII8,10090.ENSMUSP00000055874,10090
9160,D4A702,10116.ENSRNOP00000019931,10116
9161,Q10490,4896.SPAC26F1.13c.1,4896
9162,P56192,9606.ENSP00000262027,9606
9163,Q8N205,9606.ENSP00000316130,9606
9164,Q70IV5,10090.ENSMUSP00000073855,10090
9165,Q06836,4932.YPR095C,4932
9166,Q8IYJ3,9606.ENSP00000440704,9606
9167,P54577,9606.ENSP00000362576,9606
9168,Q3TA38,10090.ENSMUSP00000068551,10090
9169,Q86TG1,9606.ENSP00000387292,9606
9170,Q96BN2,9606.ENSP00000356848,9606
9171,Q9H5J8,9606.ENSP00000410409,9606
9172,P46677,4932.YGR274C,4932
9173,Q12297,4932.YPL011C,4932
9174,Q9R1C0,10090.ENSMUSP00000065645,10090
9175,Q03750,4932.YML114C,4932
9176,Q16594,9606.ENSP00000370193,9606
9177,Q9BVA1,9606.ENSP00000259818,9606
9178,F4JTP5,3702.AT4G38470.1,3702
9179,Q9C5G0,3702.AT1G30970.1,3702
9180,A8J6J0,3055.EDP00477,3055
9181,P54003,4932.YML052W,4932
9182,P53201,4932.YGR002C,4932
9183,P36104,4932.YKL018W,4932
9184,Q9CUU3,10090.ENSMUSP00000079909,10090
9185,P14868,9606.ENSP00000264161,9606
9186,Q9D198,10090.ENSMUSP00000030622,10090
9187,Q06817,4932.YPR081C,4932
9188,P41252,9606.ENSP00000364794,9606
9189,Q9USQ6,4896.SPBC577.13.1,4896
9190,P30936,10116.ENSRNOP00000009612,10116
9191,P38788,4932.YHR064C,4932
9192,O00204,9606.ENSP00000201586,9606
9193,Q70GP4,44689.DDB0191116,44689
9194,Q8NFT2,9606.ENSP00000378119,9606
9195,Q4V8K1,10116.ENSRNOP00000011432,10116
9196,O94804,9606.ENSP00000176763,9606
9197,O88697,10090.ENSMUSP00000027401,10090
9198,O04249,3702.AT4G02050.1,3702
9199,Q60770,10090.ENSMUSP00000099681,10090
9200,Q9WV89,10090.ENSMUSP00000116191,10090
9201,Q8RWL6,3702.AT4G35780.1,3702
9202,Q9V877,7227.FBpp0086041,7227
9203,Q9Z172,10090.ENSMUSP00000020501,10090
9204,P22293,7227.FBpp0070115,7227
9205,Q9C5P4,3702.AT1G73100.1,3702
9206,Q80U70,10090.ENSMUSP00000017692,10090
9207,P31376,4932.YAL011W,4932
9208,Q9FHW2,3702.AT5G37055.1,3702
9209,Q05471,4932.YDR334W,4932
9210,Q9ZSD4,3702.AT3G11820.1,3702
9211,P18489,7227.FBpp0271782,7227
9212,Q5T4T6,9606.ENSP00000283141,9606
9213,B5KM66,10090.ENSMUSP00000131766,10090
9214,Q20024,6239.F35C8.4,6239
9215,Q9BXA5,9606.ENSP00000355156,9606
9216,P70279,10090.ENSMUSP00000048457,10090
9217,Q9FVC1,3702.AT2G22540.1,3702
9218,O82266,3702.AT2G47990.1,3702
9219,P40688,7227.FBpp0070884,7227
9220,Q08553,4932.YOR179C,4932
9221,Q505B8,10090.ENSMUSP00000122159,10090
9222,Q60547,10036.XP_005068034.1,10036
9223,O74407,4896.SPCC1223.07c.1,4896
9224,Q99PK0,10116.ENSRNOP00000001309,10116
9225,Q10179,4896.SPAC3F10.03.1,4896
9226,Q9UUF2,4896.SPBC17A3.04c.1,4896
9227,O94567,4896.SPBC1773.10c.1,4896
9228,Q6ZMZ3,9606.ENSP00000334308,9606
9229,O60171,4896.SPBC21H7.02.1,4896
9230,O94436,4896.SPAC22H12.02.1,4896
9231,Q6PDZ2,10090.ENSMUSP00000090789,10090
9232,P50105,4932.YMR005W,4932
9233,Q9Y6J9,9606.ENSP00000294168,9606
9234,Q05021,4932.YMR227C,4932
9235,Q7L7X3,9606.ENSP00000261716,9606
9236,Q7TSD4,10090.ENSMUSP00000036422,10090
9237,Q3ZCM7,9606.ENSP00000456206,9606
9238,Q9Y2I9,9606.ENSP00000440207,9606
9239,Q67Z52,3702.AT3G10220.1,3702
9240,Q9NVR7,9606.ENSP00000411253,9606
9241,O60343,9606.ENSP00000366863,9606
9242,A1Z6J5,7227.FBpp0085327,7227
9243,Q8VCK3,10090.ENSMUSP00000045901,10090
9244,Q8R3L2,10090.ENSMUSP00000056485,10090
9245,B3H4X8,3702.AT2G30424.1,3702
9246,A1YKT1,3702.AT3G18550.1,3702
9247,Q8TDR4,9606.ENSP00000300258,9606
9248,Q9VLR5,7227.FBpp0079211,7227
9249,P78371,9606.ENSP00000299300,9606
9250,Q3E7C1,4932.YDR079C-A,4932
9251,P33339,4932.YGR047C,4932
9252,Q12415,4932.YOR110W,4932
9253,Q12800,9606.ENSP00000257915,9606
9254,P0C1Z6,9606.ENSP00000375639,9606
9255,Q8GXN9,3702.AT5G23080.1,3702
9256,Q07471,4932.YDL080C,4932
9257,Q8IFW4,7227.FBpp0070722,7227
9258,Q6NQ72,3702.AT5G37720.1,3702
9259,Q8WZ42,9606.ENSP00000467141,9606
9260,Q9P0N5,9606.ENSP00000440638,9606
9261,A3KPQ7,7955.ENSDARP00000082444,7955
9262,Q4VAE3,10090.ENSMUSP00000071984,10090
9263,Q7Z410,9606.ENSP00000330264,9606
9264,Q9TXQ1,6239.ZK1005.1a,6239
9265,Q9UPQ9,9606.ENSP00000401946,9606
9266,Q5JTV8,9606.ENSP00000435365,9606
9267,Q6Q4D0,3702.AT3G18730.1,3702
9268,O17966,6239.M01E5.5a,6239
9269,Q9V8P9,7227.FBpp0304302,7227
9270,P70399,10090.ENSMUSP00000106278,10090
9271,F1MA98,10116.ENSRNOP00000062172,10116
9272,Q9BWF2,9606.ENSP00000328203,9606
9273,A1Z8N1,7227.FBpp0087178,7227
9274,O42893,4896.SPBC660.07.1,4896
9275,Q96PN7,9606.ENSP00000439689,9606
9276,Q8RY18,3702.AT5G43560.1,3702
9277,P48561,4932.YNL299W,4932
9278,P21761,10090.ENSMUSP00000036320,10090
9279,O15344,9606.ENSP00000312678,9606
9280,Q9BYJ4,9606.ENSP00000346916,9606
9281,Q8C006,10090.ENSMUSP00000022623,10090
9282,Q9NQ86,9606.ENSP00000282369,9606
9283,Q9NWX6,9606.ENSP00000231198,9606
9284,Q9UQW6,4896.SPBC215.09c.1,4896
9285,P42286,7227.FBpp0086004,7227
9286,Q9BU02,9606.ENSP00000288014,9606
9287,Q91YJ3,10090.ENSMUSP00000037614,10090
9288,O88978,10090.ENSMUSP00000023006,10090
9289,Q7TS55,10090.ENSMUSP00000083251,10090
9290,Q6FV98,5478.XP_445846.1,5478
9291,Q07824,4932.YLL028W,4932
9292,Q06451,4932.YPR156C,4932
9293,Q0WV90,3702.AT1G80490.2,3702
9294,Q9Y2W1,9606.ENSP00000346634,9606
9295,Q13595,9606.ENSP00000297071,9606
9296,Q15628,9606.ENSP00000341268,9606
9297,Q12933,9606.ENSP00000247668,9606
9298,Q9SU50,3702.AT4G24040.1,3702
9299,P87061,4896.SPCC1223.06.1,4896
9300,O60132,4896.SPBC1706.01.1,4896
9301,Q922G7,10090.ENSMUSP00000099676,10090
9302,Q9D494,10090.ENSMUSP00000028661,10090
9303,Q9M1E7,3702.AT3G45600.1,3702
9304,Q3UNW5,10090.ENSMUSP00000027629,10090
9305,Q84MZ4,3702.AT1G72050.2,3702
9306,Q0WSX8,3702.AT5G44920.1,3702
9307,G5EDN3,6239.Y75B8A.22.2,6239
9308,Q9UNS1,9606.ENSP00000450607,9606
9309,Q2QAV0,3702.AT1G50240.2,3702
9310,Q04724,9606.ENSP00000365682,9606
9311,P34314,6239.C07A9.3b,6239
9312,P30975,7227.FBpp0084873,7227
9313,P40462,4932.YIL137C,4932
9314,Q5S248,10090.ENSMUSP00000124534,10090
9315,Q2M3C6,9606.ENSP00000373594,9606
9316,P89886,4932.YER007C-A,4932
9317,Q12000,4932.YOR091W,4932
9318,Q8R4P5,10090.ENSMUSP00000040859,10090
9319,Q9UHN6,9606.ENSP00000366243,9606
9320,P28289,9606.ENSP00000259365,9606
9321,P41047,10090.ENSMUSP00000000834,10090
9322,Q02721,4932.YLR329W,4932
9323,Q9LNC6,3702.AT1G06210.1,3702
9324,Q54GH3,44689.DDB0232160,44689
9325,Q9FQ25,3702.AT3G55000.1,3702
9326,P30181,3702.AT5G55300.2,3702
9327,P40748,10116.ENSRNOP00000026251,10116
9328,O76070,9606.ENSP00000361087,9606
9329,Q8C8S3,10090.ENSMUSP00000057116,10090
9330,Q9S7N2,3702.AT1G70560.1,3702
9331,O14804,9606.ENSP00000258034,9606
9332,Q9JJ11,10090.ENSMUSP00000110069,10090
9333,Q8I8V0,7227.FBpp0099776,7227
9334,Q15543,9606.ENSP00000355051,9606
9335,P21675,9606.ENSP00000406549,9606
9336,O13701,4896.SPAC13F5.02c.1,4896
9337,Q7Z7C8,9606.ENSP00000362068,9606
9338,Q9W1A4,7227.FBpp0072188,7227
9339,Q60949,10090.ENSMUSP00000044577,10090
9340,Q8BYJ6,10090.ENSMUSP00000125509,10090
9341,Q8TEA7,9606.ENSP00000273980,9606
9342,P42271,7227.FBpp0304827,7227
9343,Q12788,9606.ENSP00000454836,9606
9344,A0AQW4,3702.AT1G68800.1,3702
9345,Q9FTA2,3702.AT5G08330.1,3702
9346,Q8VYD2,3702.AT2G25650.1,3702
9347,Q9LMK5,3702.AT1G07130.1,3702
9348,Q05937,4932.YLR375W,4932
9349,Q39228,3702.AT3G19930.1,3702
9350,Q9FKW8,3702.AT5G66170.2,3702
9351,Q9USR3,4896.SPBC577.06c.1,4896
9352,Q9HCS7,9606.ENSP00000351137,9606
9353,Q04048,4932.YDR416W,4932
9354,O95926,9606.ENSP00000236273,9606
9355,Q505J8,10116.ENSRNOP00000004370,10116
9356,O42870,4896.SPAC3G9.06.1,4896
9357,O43011,4896.SPBC2G2.12.1,4896
9358,Q9EPM5,10090.ENSMUSP00000099659,10090
9359,O74781,4896.SPBC25B2.09c.1,4896
9360,Q9NYV7,9606.ENSP00000249284,9606
9361,Q9QXE4,10090.ENSMUSP00000029865,10090
9362,Q9P7B0,4896.SPBC1652.01.1,4896
9363,Q13285,9606.ENSP00000362690,9606
9364,O14185,4896.SPAC4F8.10c.1,4896
9365,O16259,6239.R09E12.3,6239
9366,Q9ASZ1,3702.AT4G00270.1,3702
9367,Q9H668,9606.ENSP00000224950,9606
9368,Q9C8N5,3702.AT1G34370.2,3702
9369,O42874,4896.SPAC3G9.12.1,4896
9370,P39706,4932.YAR003W,4932
9371,Q9UUM2,4896.SPBC216.06c.1,4896
9372,Q6YZF3,4530.OS08T0535200-01,4530
9373,P49588,9606.ENSP00000261772,9606
9374,Q62209,10090.ENSMUSP00000029448,10090
9375,O70608,10116.ENSRNOP00000006038,10116
9376,P70281,10090.ENSMUSP00000020252,10090
9377,Q6L568,4530.OS05T0588500-01,4530
9378,Q8LFH5,3702.AT5G40260.1,3702
9379,Q84JG2,3702.AT2G33610.1,3702
9380,P40342,4932.YNR004W,4932
9381,O43001,4896.SPBC2G2.02.1,4896
9382,Q9D6K5,10090.ENSMUSP00000129224,10090
9383,Q9Y7Y8,4896.SPBC342.02.1,4896
9384,Q940A7,3702.AT1G17440.1,3702
9385,Q91XT6,10090.ENSMUSP00000125288,10090
9386,Q13148,9606.ENSP00000240185,9606
9387,Q05027,4932.YMR236W,4932
9388,Q1G7G9,9031.ENSGALP00000036550,9031
9389,Q9UK61,9606.ENSP00000417509,9606
9390,Q9SYX2,3702.AT2G46340.1,3702
9391,Q9T014,3702.AT4G11110.1,3702
9392,Q07617,9606.ENSP00000373450,9606
9393,Q9JJF2,10090.ENSMUSP00000036484,10090
9394,Q8MNV0,6239.C24B5.2c,6239
9395,P91349,6239.F56A3.4,6239
9396,Q5MJ70,9606.ENSP00000335628,9606
9397,Q6IDB0,3702.AT4G28840.1,3702
9398,Q5S003,10090.ENSMUSP00000134066,10090
9399,Q9M2Q6,3702.AT3G57920.1,3702
9400,Q7XPY1,4530.OS04T0656500-01,4530
9401,P23179,4932.YHL022C,4932
9402,Q10411,4896.SPAC1F3.06c.1,4896
9403,P45819,4932.YGL170C,4932
9404,P32914,4932.YGR063C,4932
9405,Q8LBH4,3702.AT5G20150.1,3702
9406,Q6Z784,4530.OS02T0202200-01,4530
9407,Q1PDV2,3702.AT5G18810.1,3702
9408,Q9JM73,10090.ENSMUSP00000015749,10090
9409,Q01130,9606.ENSP00000376276,9606
9410,P07665,7227.FBpp0084922,7227
9411,Q9NQ55,9606.ENSP00000253107,9606
9412,O08858,10090.ENSMUSP00000051085,10090
9413,O94768,9606.ENSP00000263955,9606
9414,O60284,9606.ENSP00000276480,9606
9415,O46640,9986.ENSOCUP00000022723,9986
9416,O94864,9606.ENSP00000336750,9606
9417,Q9FMX3,3702.AT5G23270.1,3702
9418,Q9H6E5,9606.ENSP00000308000,9606
9419,Q9DBN1,10090.ENSMUSP00000103412,10090
9420,Q0V8E7,9913.ENSBTAP00000038534,9913
9421,O70491,10090.ENSMUSP00000034880,10090
9422,Q2MH31,10090.ENSMUSP00000030152,10090
9423,Q8W117,3702.AT1G73720.1,3702
9424,G5EEG7,6239.CC4.3.1,6239
9425,O48713,3702.AT2G26460.1,3702
9426,O95295,9606.ENSP00000357674,9606
9427,Q8TAD8,9606.ENSP00000296215,9606
9428,Q12368,4932.YDL098C,4932
9429,Q12420,4932.YOR308C,4932
9430,Q08826,4932.YOR357C,4932
9431,O74365,4896.SPBC30B4.04c.1,4896
9432,O15370,9606.ENSP00000347646,9606
9433,P48432,10090.ENSMUSP00000096755,10090
9434,Q8K3K4,10116.ENSRNOP00000003314,10116
9435,Q8IY81,9606.ENSP00000396673,9606
9436,P25582,4932.YCL054W,4932
9437,Q60854,10090.ENSMUSP00000017188,10090
9438,Q04477,4932.YMR117C,4932
9439,Q10430,4896.SPCC188.04c.1,4896
9440,P39723,4932.YAL047C,4932
9441,P17947,9606.ENSP00000227163,9606
9442,Q9BPZ2,9606.ENSP00000335008,9606
9443,Q14159,9606.ENSP00000297423,9606
9444,Q75GR5,4530.OS03T0815700-01,4530
9445,C6Y4C9,4896.SPCC1183.12.1,4896
9446,Q9UQY9,4896.SPBC21C3.18.1,4896
9447,Q6ZWS8,10090.ENSMUSP00000103350,10090
9448,O94714,4896.SPCC1393.02c.1,4896
9449,O15042,9606.ENSP00000418563,9606
9450,Q84TH4,3702.AT1G07350.1,3702
9451,P36167,4932.YKR091W,4932
9452,Q9H3Y6,9606.ENSP00000217188,9606
9453,P38687,4932.YPL243W,4932
9454,P92964,3702.AT3G61860.1,3702
9455,Q9HE02,4896.SPAC589.02c.1,4896
9456,Q05344,7227.FBpp0072151,7227
9457,Q9LEF5,4577.GRMZM2G032252_P02,4577
9458,P41930,4932.YPL092W,4932
9459,B1AUS7,10090.ENSMUSP00000072395,10090
9460,P47002,4932.YJL156C,4932
9461,Q9QX27,10116.ENSRNOP00000056380,10116
9462,Q69XJ0,4530.OS06T0603600-01,4530
9463,Q9SEE9,3702.AT1G16610.3,3702
9464,Q8L627,3702.AT1G28560.2,3702
9465,P11831,9606.ENSP00000265354,9606
9466,Q940H6,3702.AT4G33950.1,3702
9467,Q9FJJ3,3702.AT5G62520.1,3702
9468,P25567,4932.YCL037C,4932
9469,Q9ZVD0,3702.AT2G27100.1,3702
9470,Q9SD40,3702.AT3G51060.1,3702
9471,O13286,4896.SPAC144.13c.1,4896
9472,P07664,7227.FBpp0084924,7227
9473,P30875,10090.ENSMUSP00000138101,10090
9474,O14470,4896.SPAC23H3.10.1,4896
9475,Q08945,9606.ENSP00000278412,9606
9476,O70576,10090.ENSMUSP00000040945,10090
9477,P40763,9606.ENSP00000264657,9606
9478,P32597,4932.YIL126W,4932
9479,P15705,4932.YOR027W,4932
9480,P92189,7227.FBpp0086938,7227
9481,Q9SJM4,3702.AT2G36340.1,3702
9482,Q8LG05,3702.AT4G00238.1,3702
9483,P0DKL0,3702.AT5G14280.1,3702
9484,Q0E7J7,4896.SPBC409.12c.1,4896
9485,P11101,10116.ENSRNOP00000003455,10116
9486,Q24JL3,3702.AT1G16460.2,3702
9487,Q9ULQ0,9606.ENSP00000249344,9606
9488,P61764,9606.ENSP00000362399,9606
9489,O22558,3702.AT2G17700.1,3702
9490,O13792,4896.SPAC17G6.14c.1,4896
9491,P46676,4932.YDR310C,4932
9492,Q8BJS4,10090.ENSMUSP00000086724,10090
9493,Q9FNC7,3702.AT5G43990.2,3702
9494,O59800,4896.SPCC550.02c.1,4896
9495,D2K6F1,3055.EDP05750,3055
9496,P53251,4932.YGR081C,4932
9497,O74534,4896.SPCC74.01.1,4896
9498,Q9UHJ3,9606.ENSP00000378235,9606
9499,Q9MA17,3702.AT1G79580.1,3702
9500,Q969G3,9606.ENSP00000323967,9606
9501,Q3UMB5,10090.ENSMUSP00000099728,10090
9502,P35712,9606.ENSP00000379644,9606
9503,Q9BT81,9606.ENSP00000301921,9606
9504,Q9VL52,7227.FBpp0292885,7227
9505,Q9H0E3,9606.ENSP00000350333,9606
9506,Q9Y5B9,9606.ENSP00000216297,9606
9507,Q9M4A1,3702.AT1G63990.1,3702
9508,Q9DDT5,7955.ENSDARP00000062675,7955
9509,O00267,9606.ENSP00000470252,9606
9510,Q9W420,7227.FBpp0070861,7227
9511,P16086,10116.ENSRNOP00000042382,10116
9512,O35413,10116.ENSRNOP00000029182,10116
9513,Q9R0U0,10090.ENSMUSP00000101479,10090
9514,Q08170,9606.ENSP00000362900,9606
9515,Q13242,9606.ENSP00000229390,9606
9516,P15619,7227.FBpp0084725,7227
9517,Q9UTM8,4896.SPAC139.05.1,4896
9518,Q12153,4932.YDR312W,4932
9519,Q922B9,10090.ENSMUSP00000107415,10090
9520,Q07084,4932.YLR006C,4932
9521,P53538,4932.YNL222W,4932
9522,Q03770,4932.YDR160W,4932
9523,Q9UJ98,9606.ENSP00000477973,9606
9524,O93436,9031.ENSGALP00000036962,9031
9525,O88811,10090.ENSMUSP00000099820,10090
9526,Q9D666,10090.ENSMUSP00000056655,10090
9527,Q5SS91,10090.ENSMUSP00000099973,10090
9528,O75486,9606.ENSP00000360515,9606
9529,O14311,4896.SPCC61.02.1,4896
9530,Q03707,4932.YML034W,4932
9531,Q8L3X8,3702.AT3G55460.1,3702
9532,Q9FXH7,3702.AT1G19790.2,3702
9533,G3V6S8,10116.ENSRNOP00000008427,10116
9534,Q9BRL6,9606.ENSP00000480140,9606
9535,Q9UJW9,9606.ENSP00000325414,9606
9536,Q9US47,4896.SPAC1002.12c.1,4896
9537,Q76I79,10090.ENSMUSP00000124312,10090
9538,Q3UZZ6,10090.ENSMUSP00000108940,10090
9539,Q9ZT71,3702.AT4G03430.1,3702
9540,Q6DBR6,7955.ENSDARP00000100517,7955
9541,P97306,10090.ENSMUSP00000035083,10090
9542,Q923B6,10090.ENSMUSP00000111081,10090
9543,Q15468,9606.ENSP00000360944,9606
9544,Q69ZM6,10090.ENSMUSP00000084430,10090
9545,Q6PE84,10090.ENSMUSP00000029307,10090
9546,P10856,10090.ENSMUSP00000027374,10090
9547,P11378,10090.ENSMUSP00000053078,10090
9548,P38704,4932.YHR006W,4932
9549,F1RAX4,7955.ENSDARP00000067478,7955
9550,Q9BX79,9606.ENSP00000456609,9606
9551,B6H2G9,1108849.XP_002558927.1,1108849
9552,P32851,10116.ENSRNOP00000040699,10116
9553,Q558Z2,44689.DDB0219949,44689
9554,O94901,9606.ENSP00000384015,9606
9555,Q96L08,9606.ENSP00000364621,9606
9556,Q12286,4932.YPR009W,4932
9557,Q8VZL6,3702.AT2G47210.1,3702
9558,Q9N5K3,6239.H27M09.3,6239
9559,Q8C1E7,10090.ENSMUSP00000045252,10090
9560,Q9SU25,3702.AT4G12610.2,3702
9561,Q9Y6A5,9606.ENSP00000326550,9606
9562,Q9ATB4,3702.AT4G16420.1,3702
9563,O75528,9606.ENSP00000307684,9606
9564,Q12962,9606.ENSP00000299424,9606
9565,Q9P7S4,4896.SPAC23G3.09.1,4896
9566,P22091,10090.ENSMUSP00000125202,10090
9567,Q9UL49,9606.ENSP00000334294,9606
9568,O82277,3702.AT2G31070.1,3702
9569,P04053,9606.ENSP00000360216,9606
9570,O59707,4896.SPBC36.10.1,4896
9571,Q9FIE8,3702.AT5G59290.2,3702
9572,P30518,9606.ENSP00000351805,9606
9573,B6H3B2,1108849.XP_002559734.1,1108849
9574,B6HQ74,1108849.XP_002564715.1,1108849
9575,Q8BN21,10090.ENSMUSP00000077471,10090
9576,Q9BTA9,9606.ENSP00000346986,9606
9577,Q9FNN2,3702.AT5G08560.1,3702
9578,Q9H7D7,9606.ENSP00000408108,9606
9579,Q8K4P0,10090.ENSMUSP00000025264,10090
9580,O15213,9606.ENSP00000363746,9606
9581,P61964,9606.ENSP00000351446,9606
9582,Q8L4H0,3702.AT1G02970.1,3702
9583,Q9SEI0,3702.AT5G14750.1,3702
9584,Q94JX5,3702.AT1G10200.1,3702
9585,Q944Q0,3702.AT5G41990.1,3702
9586,O09053,10090.ENSMUSP00000033990,10090
9587,Q9BQ65,9606.ENSP00000219281,9606
9588,Q02931,4932.YPL126W,4932
9589,Q06078,4932.YLR409C,4932
9590,P53254,4932.YGR090W,4932
9591,P32307,9823.ENSSSCP00000013598,9823
9592,Q9HDW6,4896.SPAPB2B4.05.1,4896
9593,B6HU70,1108849.XP_002566127.1,1108849
9594,B6HQN4,1108849.XP_002565125.1,1108849
9595,P40463,4932.YIL135C,4932
9596,O81643,3702.AT2G29890.3,3702
9597,O81645,3702.AT3G57410.1,3702
9598,Q23194,6239.W06B4.3,6239
9599,O94318,4896.SPBC215.14c.1,4896
9600,O60149,4896.SPBC18H10.19.1,4896
9601,Q9P790,4896.SPBP35G2.13c.1,4896
9602,P53853,4932.YNL246W,4932
9603,Q9VCU7,7227.FBpp0083716,7227
9604,Q8IV63,9606.ENSP00000469880,9606
9605,Q03388,4932.YDR485C,4932
9606,Q8L3W1,3702.AT3G18990.1,3702
9607,Q08831,4932.YOR359W,4932
9608,Q9LUL2,3702.AT3G14370.1,3702
9609,Q9W0S8,7227.FBpp0304416,7227
9610,Q9VA38,7227.FBpp0085082,7227
9611,Q9LF27,3702.AT5G15550.1,3702
9612,Q8NI36,9606.ENSP00000423067,9606
9613,Q9NNW5,9606.ENSP00000378857,9606
9614,Q6RFH5,9606.ENSP00000432119,9606
9615,Q9FH18,3702.AT5G56210.1,3702
9616,Q5AP80,5476.C4YD30,5476
9617,O22921,3702.AT2G30250.1,3702
