CS,Type,Org,Fold,ID,Seqlen
0.0,1,0,4,P17955,525
0.0,1,0,4,A6NF83,97
0.0,1,0,0,Q8CBD1,1161
0.0,1,1,2,Q6DBA5,205
0.0,1,1,1,Q5EN53,131
0.0,1,0,4,Q9UU79,260
0.0,1,1,3,Q7X9V3,258
0.0,1,0,1,O95848,222
0.0,1,0,0,O08587,467
0.0,1,0,1,P70581,585
0.0,1,0,2,Q9USL4,549
0.0,1,0,3,Q7JXF5,394
0.0,1,0,3,Q9DBY8,855
0.0,1,0,1,P79350,401
0.0,1,0,1,P35372,400
0.0,1,0,2,P35372-12,300
0.0,1,0,3,Q8K3K8,584
0.0,1,0,4,P53935,1240
0.0,1,0,1,Q9GZY6,243
0.0,1,0,0,O02300,379
0.0,1,0,4,Q9UTH0,1162
0.0,1,0,1,Q9VKJ3,1411
0.0,1,1,3,Q9C829,440
0.0,1,0,2,Q8NFH5,326
0.0,1,0,0,Q9UKX7,468
0.0,1,0,2,P70582,510
0.0,1,0,3,Q9GYU8,702
0.0,1,0,4,P49793,1816
0.0,1,0,2,O08608,189
0.0,1,1,4,F4J284,860
0.0,1,1,4,A4GSN8,2093
0.0,1,1,0,Q1PEP5,636
0.0,1,0,0,P40010,520
0.0,1,1,1,Q8GYF7,377
0.0,1,1,2,Q8L7F7,739
0.0,1,1,3,Q8RXH2,716
0.0,1,0,4,Q8BJ71,819
0.0,1,0,0,Q9VCH5,1960
0.0,1,0,1,O15504,423
0.0,1,0,0,P38738,679
0.0,1,0,2,O60502-3,677
0.0,1,1,4,Q9FNY7,365
0.0,1,0,1,Q96WW1,421
0.0,1,1,4,Q10QS7,379
0.0,1,1,0,F4HWF9,421
0.0,1,0,3,Q9Y5A7,615
0.0,1,1,1,Q9FVQ1,557
0.0,1,0,0,Q96G61,164
0.0,1,0,0,O45717,293
0.0,1,1,2,M4I1C6,150
0.0,1,1,2,Q9CA40,147
0.0,1,0,1,Q09601,381
0.0,1,0,2,Q9P382,803
0.0,1,1,2,Q8LLD0,1046
0.0,1,0,4,P52948,1817
0.0,1,1,1,Q9S736,566
0.0,1,0,2,A8DYP0,4218
0.0,1,0,4,Q5VST9-3,6620
0.0,1,0,3,O59763,650
0.0,1,1,3,Q8H0V5,354
0.0,1,1,4,Q9CAT6,539
0.0,1,1,4,Q9LZW2,270
0.0,1,1,2,Q9LMT7,478
0.0,1,0,4,Q10113,308
0.0,1,0,3,P21519,1594
0.0,1,1,1,Q9LYG3,588
0.0,1,0,2,Q9UEW3,520
0.0,1,0,0,Q15555,327
0.0,1,0,3,Q9P0L2,795
0.0,1,0,3,O08679,722
0.0,1,0,3,P27448,753
0.0,1,0,4,Q0ZCJ7,421
0.0,1,0,0,Q8BPP1,359
0.0,1,0,3,Q8WWY6,194
0.0,1,0,1,P52302,653
0.0,1,1,3,Q9LEZ4,326
0.0,1,0,3,P53885,366
0.0,1,0,2,Q01846,1127
0.0,1,0,0,O94248,4717
0.0,1,0,4,Q5ABU7,564
0.0,1,0,1,P34886,724
0.0,1,0,2,O01811,377
0.0,1,0,1,P14404,1232
0.0,1,1,0,H3K2Y6,2235
0.0,1,1,1,F4JGZ1,1278
0.0,1,0,1,Q925J9,1575
0.0,1,0,4,P47822,140
0.0,1,0,3,O44740,280
0.0,1,0,2,Q8BRM6,389
0.0,1,0,3,Q18508,1784
0.0,1,0,0,Q9HCE5,456
0.0,1,0,1,Q86W50,562
0.0,1,0,4,Q9BUU2,404
0.0,1,0,4,Q96LR2,239
0.0,1,0,0,Q9ESV1,1051
0.0,1,0,2,Q6VMQ6,1270
0.0,1,0,0,Q63406,1149
0.0,1,0,3,P30664,863
0.0,1,0,0,P15265,143
0.0,1,1,4,Q9FEF8,308
0.0,1,0,1,Q9P1T7,246
0.0,1,0,2,Q9XUB2,468
0.0,1,0,2,A6NFX1,504
0.0,1,0,3,O59711,450
0.0,1,0,4,O08648,1597
0.0,1,1,3,A0A078CGE6,1299
0.0,1,1,3,Q9SFB6,1367
0.0,1,0,4,O95819,1239
0.0,1,0,4,Q9VNS0,459
0.0,1,1,2,F4IFD0,667
0.0,1,0,1,P20484,414
0.0,1,0,0,Q21360,521
0.0,1,0,0,Q12176,1025
0.0,1,0,1,P38112,773
0.0,1,0,0,P0CW40,589
0.0,1,0,2,P40065,302
0.0,1,0,3,Q6T264,1020
0.0,1,0,2,P48163,572
0.0,1,0,1,Q8C052,973
0.0,1,0,2,Q6P0Q8,1798
0.0,1,1,2,Q9LW00,254
0.0,1,1,3,Q5XEN5,204
0.0,1,1,2,Q9LYB9,186
0.0,1,1,4,Q9FJF4,306
0.0,1,0,4,Q8WQL7,882
0.0,1,0,3,Q9XTF3,817
0.0,1,1,0,Q3EBY6,416
0.0,1,0,0,Q7TT18,1306
0.0,1,0,1,P32783,436
0.0,1,0,2,O42709,593
0.0,1,0,3,P32354,571
0.0,1,0,4,Q5FWY4,821
0.0,1,0,0,Q91876,720
0.0,1,0,1,Q9UJA3,840
0.0,1,1,0,Q501D5,589
0.0,1,1,2,P22954,653
0.0,1,0,2,O14079,624
0.0,1,0,3,Q14676,2089
0.0,1,0,1,P83778,337
0.0,1,0,0,P32569,687
0.0,1,0,1,Q15648,1581
0.0,1,0,2,Q6P2C8,311
0.0,1,0,4,P38633,127
0.0,1,0,3,P38782,295
0.0,1,0,4,Q14BA6,303
0.0,1,1,1,Q5XVF0,666
0.0,1,0,4,Q02078,507
0.0,1,0,4,Q14D04,833
0.0,1,0,3,O00255,615
0.0,1,0,4,Q21502,870
0.0,1,0,0,O17514,773
0.0,1,0,0,P08465,486
0.0,1,1,0,Q9SRV5,765
0.0,1,0,2,O94423,421
0.0,1,0,0,Q3KQU3,841
0.0,1,0,1,Q9D992,256
0.0,1,0,2,Q9BXY0,300
0.0,1,1,1,O80438,190
0.0,1,0,3,Q96DN6,1003
0.0,1,1,0,Q9LXT3,142
0.0,1,0,2,O43462,519
0.0,1,0,1,P32245,332
0.0,1,1,2,O64517,418
0.0,1,0,1,P55861,886
0.0,1,0,3,Q7ZYP6,626
0.0,1,0,3,Q9UTR7,952
0.0,1,0,4,O43068,421
0.0,1,1,0,Q08062,332
0.0,1,0,0,F1C7I4,332
0.0,1,0,4,Q9Z2D6,484
0.0,1,0,0,Q9VEC1,642
0.0,1,0,1,P32585,307
0.0,1,0,2,Q12124,431
0.0,1,0,3,O60104,376
0.0,1,0,4,Q5VYS4,303
0.0,1,0,4,Q14814,521
0.0,1,0,4,P29467,408
0.0,1,0,3,Q60954,390
0.0,1,0,1,Q94420,395
0.0,1,0,4,Q91821,651
0.0,1,1,3,Q9SV36,1051
0.0,1,0,2,P53086,805
0.0,1,0,1,Q9D783,621
0.0,1,0,4,Q8CJC7,226
0.0,1,0,2,Q4FZB7,885
0.0,1,1,0,Q8L7Y8,1313
0.0,1,1,1,Q9FKP4,1264
0.0,1,1,4,Q9FHN8,1260
0.0,1,1,0,Q0IMS9,954
0.0,1,1,4,Q8GS71,1035
0.0,1,1,4,Q6YUL8,1035
0.0,1,1,4,O23826,1006
0.0,1,1,2,Q8GYJ3,289
0.0,1,0,0,O74777,327
0.0,1,0,0,P07247,502
0.0,1,0,1,O75676,772
0.0,1,0,4,Q9BVA0,655
0.0,1,0,2,Q14657,143
0.0,1,0,0,Q9CX60,105
0.0,1,0,3,Q15048,493
0.0,1,0,4,D3ZXS4,334
0.0,1,0,3,Q9DAK8,192
0.0,1,0,0,Q6NSJ5,796
0.0,1,1,2,Q94K80,523
0.0,1,0,4,P38801,184
0.0,1,0,0,Q6AYK5,386
0.0,1,0,1,Q5VWZ2,237
0.0,1,0,1,Q5VWZ2-2,221
0.0,1,0,2,Q9NQ48,299
0.0,1,0,2,Q9JHQ5,299
0.0,1,1,3,Q9LZY0,677
0.0,1,0,3,Q95Q39,287
0.0,1,0,1,Q9BQ69,325
0.0,1,1,3,Q9LTY1,726
0.0,1,0,2,Q8NHW3,353
0.0,1,0,3,P54842,323
0.0,1,0,4,O94468,213
0.0,1,0,3,A2A9R3,556
0.0,1,0,0,Q9QYH6,775
0.0,1,0,4,O94675,269
0.0,1,0,1,Q13495,774
0.0,1,0,0,Q9UT61,1077
0.0,1,1,4,O48847,787
0.0,1,0,3,P40976,1419
0.0,1,0,4,Q99MV5,1187
0.0,1,0,0,Q99MV5-2,550
0.0,1,1,0,Q6Z6W2,241
0.0,1,1,4,Q9M2V9,418
0.0,1,0,2,Q8CF90,359
0.0,1,0,3,P54841,323
0.0,1,0,4,O15525,162
0.0,1,1,2,Q9SK32,509
0.0,1,1,1,Q9XGZ0,588
0.0,1,1,0,Q9SLN5,398
0.0,1,0,1,P46821,2468
0.0,1,0,1,P0C5W1,972
0.0,1,1,3,Q56Y85,439
0.0,1,0,2,O60085,426
0.0,1,0,3,P38174,421
0.0,1,0,4,Q96JE9,813
0.0,1,0,0,P41242,505
0.0,1,0,3,Q5XK83,858
0.0,1,0,4,Q95XQ8,823
0.0,1,0,4,Q9V461,817
0.0,1,0,1,I0IUP3,830
0.0,1,0,0,I0IUP4,1169
0.0,1,0,1,Q8NEM0,835
0.0,1,0,1,Q8VII8,978
0.0,1,1,1,Q940X9,826
0.0,1,1,4,Q0J7V9,184
0.0,1,0,2,P83369,360
0.0,1,0,2,O42978,80
0.0,1,0,2,P38998,373
0.0,1,0,3,Q91YU6,671
0.0,1,0,4,Q16584,847
0.0,1,0,3,Q9NTJ4,1040
0.0,1,0,0,Q9QXZ0-2,5327
0.0,1,0,1,P43033,410
0.0,1,0,3,Q9BRT6,129
0.0,1,0,2,Q21443,566
0.0,1,0,2,P48678,665
0.0,1,0,4,A0A0G2K0D3,595
0.0,1,0,4,P43657,344
0.0,1,0,3,Q6PB66,1392
0.0,1,0,0,Q6P9F7,803
0.0,1,1,0,Q9LPV9,346
0.0,1,0,3,O94570,481
0.0,1,1,4,Q8RXN0,703
0.0,1,1,4,Q9C8K2,687
0.0,1,0,1,Q08641,628
0.0,1,1,1,A0MES8,328
0.0,1,0,4,Q9USY4,527
0.0,1,0,2,Q8K4K7,375
0.0,1,1,2,Q7X8B5,1088
0.0,1,1,3,Q5VRM0,91
0.0,1,0,0,Q59RR0,783
0.0,1,0,1,Q1MTN8,336
0.0,1,1,2,Q9SGY2,423
0.0,1,1,3,Q9FGX1,608
0.0,1,0,2,P63261,375
0.0,1,0,1,Q9JI91,894
0.0,1,0,1,P18091,924
0.0,1,0,3,Q32PI5,589
0.0,1,0,3,Q09543,590
0.0,1,0,0,Q09428,1581
0.0,1,0,4,Q80W57,657
0.0,1,0,4,P41238,236
0.0,1,0,2,Q99J72,440
0.0,1,0,0,Q5SWU9,2345
0.0,1,0,2,P86173,426
0.0,1,0,3,Q96QF7,691
0.0,1,0,2,Q54I79,383
0.0,1,0,3,P97717,514
0.0,1,0,4,Q5SUE7,619
0.0,1,0,0,G5EDW1,217
0.0,1,0,1,Q08828,1119
0.0,1,0,2,O08892,389
0.0,1,0,2,P28564,386
0.0,1,0,2,Q6VB83,365
0.0,1,0,2,P28566,365
0.0,1,0,3,P30994,479
0.0,1,0,1,Q6PD74,315
0.0,1,0,2,F1MH24,957
0.0,1,0,0,Q8R0P4,122
0.0,1,0,4,Q5EG47,559
0.0,1,0,3,B5X0E4,1255
0.0,1,0,4,Q9P2A4,366
0.0,1,1,2,C7J2Z1,269
0.0,1,0,0,Q969K4,478
0.0,1,0,1,Q9BR61,282
0.0,1,0,3,Q96GR2,724
0.0,1,0,3,Q924N5,721
0.0,1,0,1,Q96AP0,544
0.0,1,0,4,P83773,524
0.0,1,0,4,P32316,526
0.0,1,0,0,Q3I5F7,207
0.0,1,0,2,P60709,375
0.0,1,0,3,P97718,466
0.0,1,0,0,Q03343,1166
0.0,1,0,2,P05552,262
0.0,1,1,3,O49606,141
0.0,1,0,1,P78820,2280
0.0,1,1,4,O64587,206
0.0,1,0,2,Q23500,887
0.0,1,0,0,Q86TX2,421
0.0,1,1,3,Q67ZM4,137
0.0,1,1,2,Q9LMX5,348
0.0,1,1,3,Q9FJK3,321
0.0,1,0,4,Q9UL18,857
0.0,1,0,0,P35374,363
0.0,1,1,0,Q9SB31,404
0.0,1,0,4,P38013,176
0.0,1,1,4,Q8RYD6,331
0.0,1,1,0,Q9M7Q4,416
0.0,1,0,0,P47177,404
0.0,1,0,2,P30940,366
0.0,1,0,2,P20905,564
0.0,1,0,3,O46635,470
0.0,1,0,3,P28223,471
0.0,1,0,3,P41595,481
0.0,1,0,1,P85971,257
0.0,1,0,2,Q96GX2,97
0.0,1,1,4,Q9SMZ4,1064
0.0,1,0,2,P17174,413
0.0,1,0,4,Q9JKX4,526
0.0,1,1,3,Q9ZR72,1286
0.0,1,1,3,Q9M9E1,1423
0.0,1,1,0,Q8H8V7,787
0.0,1,0,2,Q9UH17,382
0.0,1,0,3,Q2M3G0,1257
0.0,1,0,3,P14164,731
0.0,1,0,2,Q922Q6,247
0.0,1,0,4,Q9QYL7,269
0.0,1,1,3,Q84SC3,91
0.0,1,1,3,Q75G87,155
0.0,1,1,2,Q9MA55,668
0.0,1,0,3,P56932,453
0.0,1,1,1,Q93ZG3,450
0.0,1,0,1,P35609,894
0.0,1,0,2,P18089,450
0.0,1,1,2,Q9S7Z2,319
0.0,1,0,4,O18178,542
0.0,1,0,4,Q15173,497
0.0,1,0,4,A4FV68,467
0.0,1,1,0,Q33DV3,457
0.0,1,1,1,Q9SMT7,514
0.0,1,0,2,P08908,422
0.0,1,0,2,P19327,422
0.0,1,0,2,P35404,388
0.0,1,0,2,O08890,366
0.0,1,0,2,P30939,366
0.0,1,0,0,P38720,489
0.0,1,0,0,P85968,483
0.0,1,0,4,Q28309,314
0.0,1,1,3,Q8GWR1,447
0.0,1,0,0,Q9NRG9,546
0.0,1,0,3,Q15758,541
0.0,1,1,3,Q9ZQY6,477
0.0,1,1,2,Q9SV41,497
0.0,1,1,3,Q93YV6,500
0.0,1,0,2,P28334,386
0.0,1,0,2,Q60484,376
0.0,1,0,2,P28565,374
0.0,1,0,4,P30542,326
0.0,1,0,3,P51912,553
0.0,1,0,4,P54646,552
0.0,1,0,1,Q9NY61,560
0.0,1,0,2,I1S4T3,858
0.0,1,0,2,P84183,376
0.0,1,0,2,P08913,450
0.0,1,1,3,Q8LFH6,137
0.0,1,0,3,Q2V2Q1,113
0.0,1,0,3,P55263,362
0.0,1,0,3,P55263-2,345
0.0,1,0,1,O94619,743
0.0,1,0,2,Q9JKV1,407
0.0,1,0,2,Q8N4X5,818
0.0,1,0,3,P42568,568
0.0,1,0,4,Q90738,729
0.0,1,1,4,Q9LPW7,577
0.0,1,0,1,Q12062,643
0.0,1,0,4,P09547,1314
0.0,1,0,0,Q9VIV2,1062
0.0,1,0,1,Q12104,458
0.0,1,0,2,P53873,357
0.0,1,0,3,A0A0M3U1B0,842
0.0,1,0,4,Q9D495,329
0.0,1,0,0,Q03410,997
0.0,1,0,1,Q63520,257
0.0,1,0,2,P07814,1512
0.0,1,0,3,O13651,1064
0.0,1,0,2,Q8MSU4,1165
0.0,1,0,0,P54136,660
0.0,1,0,2,Q9NZ50,127
0.0,1,1,0,Q9SJW3,119
0.0,1,0,4,Q17768,684
0.0,1,0,2,Q4FZF2,204
0.0,1,1,1,O82289,568
0.0,1,0,2,P38985,146
0.0,1,0,0,P26686,376
0.0,1,0,0,Q3TWW8,339
0.0,1,0,4,P38789,453
0.0,1,0,1,P28290,1259
0.0,1,0,2,Q12427,513
0.0,1,0,4,P50527,658
0.0,1,0,0,Q5VSL9,837
0.0,1,0,2,O74454,1066
0.0,1,0,0,P36011,622
0.0,1,1,4,F4JCU0,1007
0.0,1,1,1,Q9FG00,491
0.0,1,0,2,Q15022,739
0.0,1,0,0,P43554,623
0.0,1,1,2,Q9SMM5,289
0.0,1,1,2,O82587,285
0.0,1,1,2,Q2R3P9,303
0.0,1,0,0,P53277,215
0.0,1,0,4,P40528,902
0.0,1,0,2,Q8CII8,388
0.0,1,0,3,D4A702,1262
0.0,1,0,4,Q10490,1111
0.0,1,0,0,P56192,900
0.0,1,0,2,Q8N205,404
0.0,1,0,1,Q70IV5,1561
0.0,1,0,2,Q06836,1226
0.0,1,0,0,Q8IYJ3,562
0.0,1,0,1,Q9HCH5-6,910
0.0,1,0,3,P54577,528
0.0,1,0,3,Q3TA38,339
0.0,1,0,2,Q86TG1,271
0.0,1,0,4,Q96BN2,335
0.0,1,0,0,Q9H5J8,278
0.0,1,0,1,P46677,1066
0.0,1,0,4,Q12297,353
0.0,1,0,0,Q9R1C0,341
0.0,1,0,1,Q03750,510
0.0,1,0,2,Q16594,264
0.0,1,0,4,Q9BVA1,445
0.0,1,1,4,F4JTP5,575
0.0,1,1,0,Q9C5G0,367
0.0,1,1,3,A8J6J0,764
0.0,1,0,3,P54003,302
0.0,1,0,3,P53201,476
0.0,1,0,1,P36104,329
0.0,1,0,3,Q90WN7,977
0.0,1,0,3,Q9CUU3,1500
0.0,1,0,0,P14868,501
0.0,1,0,4,Q9D198,242
0.0,1,0,1,Q06817,618
0.0,1,0,3,P41252,1262
0.0,1,0,2,Q9USQ6,889
0.0,1,0,4,P30936,428
0.0,1,0,2,P38788,538
0.0,1,0,4,Q9GM70,397
0.0,1,0,3,O00204,365
0.0,1,0,0,Q70GP4,1148
0.0,1,0,0,Q8NFT2,490
0.0,1,0,0,Q4V8K1,470
0.0,1,0,4,O94804,968
0.0,1,0,3,Q91604,432
0.0,1,0,0,O88697,305
0.0,1,0,4,O61125,461
0.0,1,1,4,O04249,513
0.0,1,0,3,Q60770,592
0.0,1,0,2,Q9WV89,557
0.0,1,1,4,Q8RWL6,570
0.0,1,0,0,Q9V877,628
0.0,1,0,3,Q9Z172,110
0.0,1,0,1,P22293,1325
0.0,1,1,1,Q9C5P4,669
0.0,1,0,2,Q80U70,741
0.0,1,0,3,P31376,625
0.0,1,1,0,Q9FHW2,171
0.0,1,0,0,Q05471,1514
0.0,1,1,0,Q9ZSD4,346
0.0,1,0,3,P18489,152
0.0,1,0,3,Q5T4T6,812
0.0,1,0,3,B5KM66,88
0.0,1,0,4,Q20024,306
0.0,1,0,0,Q9BXA5,334
0.0,1,0,1,P70279,355
0.0,1,1,0,Q9FVC1,240
0.0,1,1,2,O82266,530
0.0,1,0,3,P40688,548
0.0,1,0,1,Q08553,188
0.0,1,0,0,Q505B8,171
0.0,1,0,1,Q60547,234
0.0,1,0,1,O74407,580
0.0,1,0,4,Q99PK0,855
0.0,1,0,1,Q10179,652
0.0,1,0,2,Q9UUF2,782
0.0,1,0,3,O94567,568
0.0,1,0,0,Q6ZMZ3,975
0.0,1,0,1,O60171,215
0.0,1,0,3,O94436,241
0.0,1,0,0,Q6PDZ2,836
0.0,1,0,1,P50105,388
0.0,1,0,3,Q9Y6J9,622
0.0,1,0,0,Q05021,590
0.0,1,0,4,Q7L7X3,1001
0.0,1,0,1,Q7TSD4,393
0.0,1,0,1,Q7TSD4-2,359
0.0,1,0,1,Q7TSD4-6,231
0.0,1,0,1,Q7TSD4-7,197
0.0,1,0,4,Q3ZCM7,444
0.0,1,0,1,Q9Y2I9,924
0.0,1,1,3,Q67Z52,243
0.0,1,0,0,Q9NVR7,557
0.0,1,0,2,O60343,1298
0.0,1,0,3,A1Z6J5,523
0.0,1,0,4,Q8VCK3,451
0.0,1,0,3,Q8R3L2,676
0.0,1,1,3,B3H4X8,100
0.0,1,1,4,A1YKT1,433
0.0,1,0,4,Q8TDR4,215
0.0,1,0,4,Q9VLR5,110
0.0,1,0,0,P78371,535
0.0,1,0,2,Q3E7C1,72
0.0,1,0,0,P33339,1025
0.0,1,0,2,Q12415,435
0.0,1,0,4,Q12800,502
0.0,1,0,0,P0C1Z6,253
0.0,1,1,0,Q8GXN9,930
0.0,1,0,1,Q07471,609
0.0,1,0,4,Q8IFW4,157
0.0,1,1,1,Q6NQ72,288
0.0,1,0,3,Q9I7U4-2,4863
0.0,1,0,1,Q8WZ42,34350
0.0,1,0,0,Q9P0N5,145
0.0,1,0,3,A3KPQ7,1378
0.0,1,0,4,Q4VAE3,234
0.0,1,0,1,Q7Z410,1059
0.0,1,0,2,Q9TXQ1,2276
0.0,1,0,2,Q9UPQ9,1833
0.0,1,0,3,Q5JTV8,583
0.0,1,1,2,Q6Q4D0,1311
0.0,1,0,1,O17966,806
0.0,1,1,3,B8BDQ4,696
0.0,1,0,2,Q9V8P9,1038
0.0,1,0,4,C4QM85,419
0.0,1,0,0,P70399,1969
0.0,1,0,1,F1MA98,2360
0.0,1,0,2,Q9BWF2,469
0.0,1,0,0,A1Z8N1,857
0.0,1,0,1,O42893,735
0.0,1,0,3,Q96PN7,1200
0.0,1,1,0,Q8RY18,1055
0.0,1,0,1,P48561,642
0.0,1,0,0,P21761,393
0.0,1,0,2,O15344,667
0.0,1,0,0,Q9BYJ4,488
0.0,1,0,0,Q8C006,501
0.0,1,0,2,Q9NQ86,728
0.0,1,0,4,Q9NWX6,298
0.0,1,0,0,Q9UQW6,395
0.0,1,0,1,P42286,1379
0.0,1,0,3,Q9BU02,230
0.0,1,0,2,Q91YJ3,226
0.0,1,0,1,O88978,473
0.0,1,0,0,Q7TS55,173
0.0,1,0,1,Q6FV98,577
0.0,1,0,2,Q07824,586
0.0,1,0,3,Q06451,622
0.0,1,1,0,Q0WV90,1120
0.0,1,0,3,Q9Y2W1,955
0.0,1,0,4,Q13595,282
0.0,1,0,1,Q15628,312
0.0,1,0,3,Q12933,501
0.0,1,1,1,Q9SU50,626
0.0,1,0,1,P87061,1147
0.0,1,0,1,O60132,821
0.0,1,0,4,Q922G7,430
0.0,1,0,0,Q9D494,218
0.0,1,1,3,Q9M1E7,285
0.0,1,0,4,Q3UNW5,479
0.0,1,1,2,Q84MZ4,412
0.0,1,1,3,Q0WSX8,255
0.0,1,1,1,Q9NJE9,383
0.0,1,0,1,G5EDN3,1353
0.0,1,0,1,Q9UNS1,1208
0.0,1,1,4,Q2QAV0,1322
0.0,1,0,2,Q04724,770
0.0,1,0,0,P34314,965
0.0,1,0,4,P30975,519
0.0,1,0,1,P40462,946
0.0,1,0,0,Q86T26,416
0.0,1,0,0,Q5S248,423
0.0,1,0,1,Q2M3C6,531
0.0,1,0,1,P89886,181
0.0,1,0,1,Q12000,345
0.0,1,0,4,Q8R4P5,757
0.0,1,0,3,Q9UHN6,1383
0.0,1,0,3,P28289,359
0.0,1,0,1,P41047,279
0.0,1,0,3,Q02721,264
0.0,1,1,2,Q9LNC6,383
0.0,1,0,4,Q54GH3,663
0.0,1,0,1,Q8WZ04-2,251
0.0,1,1,0,Q9FQ25,260
0.0,1,1,4,P30181,916
0.0,1,0,2,P40748,588
0.0,1,0,2,O76070,127
0.0,1,0,2,Q8C8S3,249
0.0,1,0,4,Q90ZB6,551
0.0,1,1,2,Q9S7N2,391
0.0,1,0,4,O14804,337
0.0,1,0,4,Q9JJ11,631
0.0,1,0,1,Q8I8V0,555
0.0,1,0,0,Q15543,124
0.0,1,0,0,P21675,1872
0.0,1,0,3,O13701,393
0.0,1,0,0,Q7Z7C8,310
0.0,1,0,1,Q9W1A4,797
0.0,1,0,2,Q60949,1255
0.0,1,0,2,Q8BYJ6,1307
0.0,1,0,2,Q8TEA7,893
0.0,1,0,4,P42271,457
0.0,1,0,2,Q12788,808
0.0,1,1,1,A0AQW4,356
0.0,1,1,2,Q9FTA2,239
0.0,1,1,3,Q8VYD2,386
0.0,1,1,4,Q9LMK5,160
0.0,1,0,3,Q05937,343
0.0,1,1,0,Q39228,514
0.0,1,1,2,Q9FKW8,136
0.0,1,0,3,Q9USR3,1877
0.0,1,0,0,Q1K6U0,643
0.0,1,0,4,Q9HCS7,855
0.0,1,0,4,Q04048,859
0.0,1,0,4,O95926,243
0.0,1,0,4,Q505J8,508
0.0,1,0,4,O42870,499
0.0,1,0,1,O43011,563
0.0,1,0,2,Q9EPM5,470
0.0,1,0,3,O74781,618
0.0,1,0,0,Q9NYV7,291
0.0,1,0,1,Q9QXE4,239
0.0,1,0,1,Q9P7B0,391
0.0,1,0,3,Q13285,461
0.0,1,0,0,O14185,174
0.0,1,0,2,O16259,320
0.0,1,1,3,Q9ASZ1,302
0.0,1,0,4,Q9H668,368
0.0,1,1,1,Q9C8N5,499
0.0,1,0,3,O42874,1462
0.0,1,0,1,P39706,426
0.0,1,0,2,Q9UUM2,971
0.0,1,1,2,Q6YZF3,307
0.0,1,0,3,P49588,968
0.0,1,0,0,Q62209,993
0.0,1,0,3,O70608,1505
0.0,1,0,1,P70281,254
0.0,1,1,2,Q6L568,237
0.0,1,1,2,Q8LFH5,239
0.0,1,1,2,Q84JG2,469
0.0,1,0,4,P40342,146
0.0,1,0,1,O43001,1076
0.0,1,0,1,Q9D6K5,145
0.0,1,0,4,Q9Y7Y8,811
0.0,1,0,1,Q99N50-11,894
0.0,1,1,4,Q940A7,683
0.0,1,0,3,Q91XT6,489
0.0,1,0,1,Q13148,414
0.0,1,0,2,Q05027,157
0.0,1,0,0,Q1G7G9,1523
0.0,1,0,3,Q9UK61,1670
0.0,1,1,0,Q9SYX2,1029
0.0,1,1,1,Q9T014,1036
0.0,1,0,1,Q07617,926
0.0,1,0,4,Q9JJF2,443
0.0,1,0,2,Q8MNV0,512
0.0,1,0,1,Q6NRW3,199
0.0,1,0,3,P91349,1198
0.0,1,0,2,Q5MJ70,313
0.0,1,0,0,Q0IH24,229
0.0,1,1,0,Q6IDB0,193
0.0,1,0,1,Q5S003,2320
0.0,1,1,2,Q9M2Q6,354
0.0,1,1,3,Q7XPY1,416
0.0,1,1,2,Q5ZPV8,381
0.0,1,0,4,P23179,398
0.0,1,0,2,Q10411,1957
0.0,1,0,3,P45819,413
0.0,1,0,3,P32914,102
0.0,1,1,1,Q8LBH4,256
0.0,1,1,1,Q6Z784,280
0.0,1,1,0,Q1PDV2,236
0.0,1,0,0,Q9JM73,504
0.0,1,0,1,Q01130,221
0.0,1,0,2,P07665,356
0.0,1,0,4,Q9NQ55,473
0.0,1,0,2,O08858,362
0.0,1,0,4,O94768,372
0.0,1,0,4,O60284,1047
0.0,1,0,3,O46640,301
0.0,1,0,2,O94864,414
0.0,1,0,4,Q9UGK3,403
0.0,1,1,0,Q9FMX3,514
0.0,1,0,3,Q9H6E5,874
0.0,1,0,3,Q9DBN1,621
0.0,1,0,4,Q0V8E7,668
0.0,1,0,4,O70491,670
0.0,1,0,0,Q2MH31,260
0.0,1,1,2,Q8W117,511
0.0,1,0,2,G5EEG7,510
0.0,1,1,1,O48713,585
0.0,1,0,0,O95295,136
0.0,1,0,0,Q8TAD8,396
0.0,1,0,4,P86981,81
0.0,1,0,4,Q12368,194
0.0,1,0,1,Q12420,587
0.0,1,0,3,Q08826,162
0.0,1,0,2,O74365,865
0.0,1,0,3,O15370,315
0.0,1,0,1,P48432,319
0.0,1,0,4,Q8K3K4,397
0.0,1,0,4,Q8IY81,847
0.0,1,0,4,P25582,841
0.0,1,0,4,Q60854,378
0.0,1,0,4,Q04477,213
0.0,1,0,0,Q10430,238
0.0,1,0,1,P39723,622
0.0,1,0,1,P17947,270
0.0,1,0,0,Q9BPZ2,258
0.0,1,0,2,Q14159,915
0.0,1,1,2,Q75GR5,281
0.0,1,0,3,C6Y4C9,138
0.0,1,0,4,Q9UQY9,429
0.0,1,0,3,Q6ZWS8,374
0.0,1,0,4,O94714,406
0.0,1,0,0,O15042,1029
0.0,1,1,2,Q84TH4,382
0.0,1,0,2,P36167,246
0.0,1,0,3,Q9H3Y6,488
0.0,1,0,1,P38687,599
0.0,1,0,2,Q45FA5,426
0.0,1,1,4,P92964,264
0.0,1,0,3,Q9HE02,1225
0.0,1,0,1,Q05344,723
0.0,1,1,1,Q9LEF5,639
0.0,1,0,0,P41930,458
0.0,1,0,2,B1AUS7,101
